id,root
636,6
637,10
638,3
639,4
640,11
641,6
642,5
643,11
644,4
645,5
646,3
647,12
648,5
649,9
650,4
651,7
652,8
653,3
654,3
655,11
656,11
657,13
658,2
659,1
660,4
661,6
662,5
663,5
664,12
665,9
666,9
667,2
668,4
669,12
670,5
671,1
672,9
673,8
674,6
675,7
676,5
677,18
678,2
679,1
680,10
681,7
682,9
683,2
684,13
685,7
686,8
687,6
688,14
689,13
690,15
691,2
692,20
693,3
694,6
695,4
696,11
697,5
698,2
699,10
700,15
701,2
702,1
703,20
704,1
705,12
706,11
707,3
708,5
709,1
710,8
711,18
712,2
713,3
714,1
715,17
716,11
717,6
718,2
719,1
720,10
721,6
722,7
723,4
724,9
725,2
726,6
727,6
728,1
729,4
730,6
731,4
732,11
733,5
734,16
735,6
736,8
737,5
738,4
739,2
740,18
741,11
742,6
743,11
744,6
745,14
746,11
747,5
748,2
749,15
750,5
751,2
752,3
753,10
754,20
755,26
756,12
757,14
758,14
759,12
760,9
761,3
762,8
763,3
764,4
765,13
766,10
767,10
768,17
769,3
770,25
771,9
772,16
773,2
774,3
775,3
776,8
777,1
778,11
779,6
780,1
781,3
782,13
783,4
784,3
785,2
786,9
787,1
788,1
789,15
790,7
791,16
792,14
793,7
794,5
795,5
796,7
797,9
798,18
799,4
800,11
801,1
802,8
803,3
804,2
805,7
806,4
807,17
808,2
809,18
810,29
811,5
812,14
813,6
814,8
815,21
816,8
817,4
818,9
819,11
820,13
821,12
822,4
823,4
824,1
825,1
826,5
827,5
828,9
829,5
830,5
831,14
832,2
833,2
834,3
835,10
836,4
837,2
838,12
839,13
840,1
841,1
842,8
843,7
844,13
845,5
846,7
847,2
848,10
849,6
850,4
851,15
852,5
853,11
854,10
855,13
856,5
857,3
858,3
859,6
860,7
861,16
862,1
863,10
864,11
865,17
866,13
867,5
868,22
869,11
870,5
871,3
872,8
873,1
874,7
875,9
876,1
877,6
878,2
879,3
880,8
881,5
882,3
883,6
884,6
885,1
886,1
887,6
888,10
889,7
890,5
891,6
892,6
893,24
894,11
895,6
896,7
897,12
898,14
899,13
900,3
901,1
902,6
903,9
904,3
905,1
906,13
907,5
908,2
909,2
910,5
911,3
912,8
913,5
914,10
915,2
916,2
917,6
918,4
919,1
920,2
921,6
922,1
923,5
924,7
925,7
926,11
927,11
928,9
929,14
930,3
931,3
932,14
933,5
934,9
935,12
936,12
937,9
938,10
939,5
940,5
941,6
942,1
943,6
944,3
945,4
946,3
947,8
948,9
949,3
950,3
951,6
952,5
953,7
954,1
955,2
956,8
957,7
958,3
959,1
960,6
961,3
962,4
963,14
964,2
965,3
966,15
967,19
968,5
969,9
970,11
971,12
972,4
973,10
974,2
975,4
976,13
977,11
978,6
979,16
980,12
981,10
982,12
983,13
984,6
985,17
986,13
987,4
988,13
989,10
990,9
991,23
992,7
993,18
994,4
995,6
996,15
997,8
998,22
999,18
1000,6
1001,15
1002,2
1003,11
1004,12
1005,34
1006,10
1007,21
1008,9
1009,27
1010,21
1011,5
1012,18
1013,6
1014,5
1015,39
1016,17
1017,14
1018,25
1019,13
1020,24
1021,8
1022,11
1023,11
1024,1
1025,11
1026,2
1027,18
1028,15
1029,12
1030,25
1031,10
1032,17
1033,1
1034,7
1035,1
1036,9
1037,16
1038,13
1039,4
1040,31
1041,1
1042,18
1043,4
1044,28
1045,18
1046,23
1047,31
1048,22
1049,11
1050,1
1051,5
1052,14
1053,8
1054,14
1055,13
1056,8
1057,22
1058,17
1059,7
1060,24
1061,11
1062,2
1063,14
1064,3
1065,1
1066,25
1067,1
1068,10
1069,4
1070,22
1071,9
1072,13
1073,14
1074,18
1075,1
1076,6
1077,21
1078,18
1079,3
1080,21
1081,10
1082,16
1083,7
1084,11
1085,9
1086,11
1087,7
1088,2
1089,5
1090,18
1091,24
1092,2
1093,4
1094,9
1095,5
1096,3
1097,16
1098,6
1099,12
1100,3
1101,9
1102,21
1103,27
1104,6
1105,12
1106,13
1107,27
1108,16
1109,3
1110,17
1111,16
1112,14
1113,2
1114,3
1115,1
1116,9
1117,5
1118,17
1119,36
1120,9
1121,20
1122,4
1123,2
1124,2
1125,12
1126,2
1127,1
1128,19
1129,2
1130,8
1131,3
1132,9
1133,14
1134,10
1135,3
1136,11
1137,5
1138,5
1139,10
1140,8
1141,1
1142,26
1143,8
1144,27
1145,4
1146,20
1147,2
1148,2
1149,11
1150,13
1151,7
1152,4
1153,2
1154,20
1155,18
1156,12
1157,8
1158,3
1159,20
1160,10
1161,4
1162,6
1163,11
1164,7
1165,6
1166,10
1167,6
1168,17
1169,12
1170,3
1171,6
1172,14
1173,8
1174,17
1175,10
1176,9
1177,12
1178,9
1179,14
1180,14
1181,1
1182,4
1183,9
1184,26
1185,13
1186,3
1187,8
1188,9
1189,4
1190,19
1191,3
1192,8
1193,2
1194,13
1195,16
1196,28
1197,6
1198,28
1199,3
1200,3
1201,7
1202,8
1203,5
1204,28
1205,11
1206,12
1207,2
1208,2
1209,2
1210,7
1211,20
1212,16
1213,15
1214,3
1215,33
1216,1
1217,2
1218,26
1219,12
1220,12
1221,10
1222,1
1223,12
1224,19
1225,14
1226,5
1227,1
1228,14
1229,25
1230,9
1231,16
1232,1
1233,8
1234,6
1235,18
1236,26
1237,17
1238,6
1239,15
1240,17
1241,21
1242,14
1243,3
1244,8
1245,2
1246,23
1247,18
1248,8
1249,5
1250,23
1251,26
1252,8
1253,14
1254,16
1255,2
1256,21
1257,27
1258,6
1259,1
1260,12
1261,2
1262,2
1263,5
1264,30
1265,53
1266,4
1267,20
1268,9
1269,8
1270,2
1271,4
1272,1
1273,27
1274,4
1275,5
1276,9
1277,24
1278,6
1279,7
1280,3
1281,12
1282,12
1283,2
1284,11
1285,12
1286,23
1287,13
1288,6
1289,13
1290,7
1291,11
1292,5
1293,27
1294,26
1295,4
1296,9
1297,18
1298,15
1299,4
1300,11
1301,20
1302,27
1303,34
1304,5
1305,33
1306,16
1307,4
1308,7
1309,1
1310,11
1311,7
1312,3
1313,5
1314,2
1315,8
1316,13
1317,7
1318,12
1319,12
1320,20
1321,1
1322,6
1323,11
1324,18
1325,23
1326,1
1327,1
1328,6
1329,10
1330,21
1331,6
1332,6
1333,5
1334,14
1335,10
1336,3
1337,18
1338,9
1339,12
1340,10
1341,13
1342,14
1343,12
1344,12
1345,7
1346,21
1347,5
1348,18
1349,9
1350,9
1351,16
1352,3
1353,13
1354,12
1355,3
1356,14
1357,7
1358,26
1359,8
1360,13
1361,4
1362,11
1363,27
1364,4
1365,29
1366,1
1367,10
1368,13
1369,10
1370,1
1371,11
1372,15
1373,1
1374,6
1375,11
1376,22
1377,6
1378,1
1379,31
1380,2
1381,3
1382,5
1383,7
1384,21
1385,9
1386,19
1387,3
1388,4
1389,15
1390,5
1391,12
1392,9
1393,12
1394,12
1395,16
1396,15
1397,3
1398,4
1399,3
1400,6
1401,2
1402,4
1403,12
1404,11
1405,8
1406,11
1407,35
1408,10
1409,18
1410,6
1411,8
1412,6
1413,2
1414,6
1415,13
1416,11
1417,9
1418,2
1419,15
1420,1
1421,5
1422,8
1423,10
1424,17
1425,11
1426,12
1427,3
1428,17
1429,12
1430,23
1431,17
1432,12
1433,22
1434,2
1435,11
1436,14
1437,3
1438,3
1439,12
1440,1
1441,9
1442,26
1443,12
1444,12
1445,3
1446,20
1447,16
1448,5
1449,13
1450,24
1451,1
1452,10
1453,7
1454,4
1455,11
1456,5
1457,8
1458,32
1459,21
1460,11
1461,11
1462,22
1463,8
1464,13
1465,16
1466,3
1467,19
1468,18
1469,2
1470,11
1471,4
1472,9
1473,16
1474,5
1475,6
1476,1
1477,4
1478,16
1479,1
1480,11
1481,29
1482,8
1483,33
1484,26
1485,14
1486,11
1487,26
1488,12
1489,4
1490,6
1491,3
1492,7
1493,4
1494,11
1495,4
1496,29
1497,11
1498,9
1499,3
1500,24
1501,6
1502,15
1503,6
1504,20
1505,16
1506,8
1507,3
1508,2
1509,18
1510,10
1511,1
1512,10
1513,6
1514,9
1515,6
1516,10
1517,6
1518,7
1519,10
1520,1
1521,14
1522,8
1523,9
1524,10
1525,15
1526,8
1527,23
1528,14
1529,8
1530,20
1531,23
1532,10
1533,10
1534,9
1535,20
1536,3
1537,17
1538,10
1539,23
1540,14
1541,1
1542,1
1543,6
1544,3
1545,12
1546,4
1547,21
1548,6
1549,22
1550,20
1551,1
1552,5
1553,12
1554,2
1555,6
1556,5
1557,9
1558,4
1559,3
1560,3
1561,2
1562,4
1563,4
1564,9
1565,15
1566,10
1567,10
1568,12
1569,21
1570,16
1571,5
1572,8
1573,18
1574,17
1575,6
1576,14
1577,4
1578,10
1579,7
1580,25
1581,4
1582,2
1583,15
1584,8
1585,28
1586,3
1587,4
1588,1
1589,24
1590,11
1591,4
1592,15
1593,8
1594,10
1595,17
1596,5
1597,22
1598,7
1599,5
1600,2
1601,6
1602,10
1603,11
1604,2
1605,6
1606,17
1607,21
1608,3
1609,17
1610,4
1611,10
1612,5
1613,7
1614,27
1615,2
1616,22
1617,4
1618,11
1619,12
1620,8
1621,7
1622,8
1623,10
1624,4
1625,7
1626,6
1627,4
1628,7
1629,1
1630,3
1631,14
1632,4
1633,6
1634,4
1635,13
1636,4
1637,4
1638,16
1639,6
1640,10
1641,2
1642,3
1643,3
1644,2
1645,3
1646,4
1647,14
1648,6
1649,7
1650,16
1651,10
1652,6
1653,6
1654,17
1655,7
1656,9
1657,7
1658,11
1659,11
1660,11
1661,6
1662,16
1663,4
1664,6
1665,12
1666,9
1667,15
1668,8
1669,4
1670,9
1671,4
1672,8
1673,5
1674,1
1675,14
1676,12
1677,2
1678,21
1679,25
1680,24
1681,4
1682,7
1683,5
1684,17
1685,2
1686,6
1687,7
1688,4
1689,4
1690,17
1691,4
1692,9
1693,15
1694,17
1695,17
1696,5
1697,4
1698,3
1699,11
1700,2
1701,23
1702,5
1703,8
1704,14
1705,15
1706,12
1707,19
1708,4
1709,2
1710,20
1711,8
1712,7
1713,3
1714,16
1715,11
1716,7
1717,6
1718,6
1719,10
1720,4
1721,3
1722,9
1723,3
1724,19
1725,12
1726,12
1727,19
1728,4
1729,19
1730,28
1731,3
1732,13
1733,2
1734,11
1735,6
1736,20
1737,4
1738,4
1739,16
1740,12
1741,6
1742,4
1743,18
1744,5
1745,35
1746,9
1747,24
1748,24
1749,18
1750,14
1751,3
1752,9
1753,5
1754,2
1755,18
1756,9
1757,2
1758,8
1759,14
1760,41
1761,19
1762,35
1763,6
1764,13
1765,1
1766,7
1767,4
1768,22
1769,1
1770,3
1771,1
1772,22
1773,5
1774,12
1775,4
1776,17
1777,9
1778,9
1779,1
1780,5
1781,15
1782,1
1783,13
1784,6
1785,18
1786,12
1787,17
1788,14
1789,15
1790,1
1791,7
1792,23
1793,15
1794,8
1795,18
1796,8
1797,8
1798,27
1799,5
1800,9
1801,11
1802,29
1803,11
1804,10
1805,18
1806,11
1807,1
1808,4
1809,14
1810,7
1811,18
1812,10
1813,5
1814,3
1815,17
1816,4
1817,2
1818,2
1819,9
1820,13
1821,10
1822,9
1823,3
1824,18
1825,21
1826,2
1827,12
1828,5
1829,11
1830,13
1831,1
1832,12
1833,1
1834,22
1835,5
1836,18
1837,2
1838,12
1839,9
1840,10
1841,10
1842,1
1843,8
1844,4
1845,13
1846,5
1847,11
1848,6
1849,2
1850,8
1851,7
1852,8
1853,5
1854,14
1855,22
1856,15
1857,18
1858,51
1859,8
1860,16
1861,3
1862,8
1863,5
1864,2
1865,13
1866,3
1867,20
1868,4
1869,1
1870,13
1871,12
1872,3
1873,1
1874,26
1875,6
1876,7
1877,2
1878,17
1879,22
1880,5
1881,10
1882,1
1883,13
1884,17
1885,10
1886,10
1887,16
1888,12
1889,1
1890,18
1891,1
1892,3
1893,15
1894,8
1895,17
1896,4
1897,5
1898,12
1899,11
1900,7
1901,12
1902,9
1903,1
1904,1
1905,3
1906,10
1907,7
1908,6
1909,15
1910,1
1911,4
1912,1
1913,2
1914,5
1915,17
1916,9
1917,8
1918,11
1919,8
1920,5
1921,1
1922,11
1923,9
1924,10
1925,20
1926,13
1927,9
1928,16
1929,8
1930,12
1931,9
1932,1
1933,6
1934,2
1935,2
1936,19
1937,19
1938,11
1939,6
1940,3
1941,7
1942,5
1943,3
1944,12
1945,24
1946,6
1947,1
1948,5
1949,2
1950,2
1951,8
1952,8
1953,8
1954,17
1955,13
1956,16
1957,20
1958,18
1959,11
1960,7
1961,3
1962,16
1963,16
1964,6
1965,18
1966,6
1967,3
1968,3
1969,18
1970,7
1971,13
1972,9
1973,14
1974,7
1975,5
1976,3
1977,4
1978,17
1979,9
1980,5
1981,26
1982,26
1983,26
1984,1
1985,1
1986,2
1987,6
1988,11
1989,15
1990,7
1991,21
1992,2
1993,4
1994,18
1995,14
1996,5
1997,11
1998,2
1999,13
2000,24
2001,4
2002,2
2003,5
2004,33
2005,31
2006,5
2007,4
2008,22
2009,12
2010,19
2011,14
2012,13
2013,9
2014,15
2015,11
2016,6
2017,12
2018,8
2019,6
2020,1
2021,11
2022,17
2023,19
2024,9
2025,10
2026,12
2027,1
2028,2
2029,10
2030,34
2031,5
2032,14
2033,9
2034,17
2035,10
2036,2
2037,12
2038,37
2039,22
2040,15
2041,4
2042,19
2043,1
2044,29
2045,21
2046,12
2047,2
2048,12
2049,11
2050,1
2051,14
2052,25
2053,1
2054,4
2055,10
2056,15
2057,13
2058,1
2059,7
2060,27
2061,17
2062,7
2063,15
2064,4
2065,11
2066,16
2067,4
2068,12
2069,16
2070,16
2071,9
2072,3
2073,19
2074,2
2075,14
2076,13
2077,3
2078,14
2079,1
2080,2
2081,24
2082,6
2083,4
2084,31
2085,9
2086,4
2087,10
2088,4
2089,22
2090,7
2091,2
2092,1
2093,26
2094,15
2095,25
2096,13
2097,25
2098,7
2099,5
2100,2
2101,19
2102,9
2103,2
2104,17
2105,8
2106,25
2107,10
2108,19
2109,27
2110,12
2111,12
2112,3
2113,26
2114,18
2115,11
2116,3
2117,6
2118,11
2119,5
2120,8
2121,3
2122,1
2123,9
2124,13
2125,7
2126,7
2127,5
2128,9
2129,17
2130,8
2131,7
2132,2
2133,15
2134,19
2135,6
2136,2
2137,11
2138,15
2139,5
2140,13
2141,15
2142,12
2143,11
2144,7
2145,7
2146,14
2147,28
2148,7
2149,8
2150,7
2151,3
2152,9
2153,8
2154,19
2155,1
2156,3
2157,14
2158,19
2159,4
2160,9
2161,6
2162,18
2163,12
2164,11
2165,13
2166,6
2167,1
2168,5
2169,5
2170,3
2171,10
2172,11
2173,7
2174,7
2175,23
2176,14
2177,19
2178,2
2179,13
2180,17
2181,7
2182,15
2183,5
2184,1
2185,13
2186,22
2187,4
2188,2
2189,10
2190,1
2191,20
2192,17
2193,10
2194,22
2195,2
2196,3
2197,5
2198,6
2199,15
2200,2
2201,7
2202,18
2203,11
2204,7
2205,16
2206,15
2207,16
2208,19
2209,14
2210,3
2211,9
2212,5
2213,9
2214,3
2215,10
2216,19
2217,1
2218,7
2219,25
2220,7
2221,5
2222,1
2223,7
2224,27
2225,22
2226,16
2227,5
2228,11
2229,12
2230,1
2231,25
2232,26
2233,10
2234,14
2235,6
2236,5
2237,15
2238,8
2239,8
2240,28
2241,28
2242,22
2243,26
2244,26
2245,6
2246,12
2247,28
2248,5
2249,19
2250,6
2251,19
2252,7
2253,9
2254,5
2255,33
2256,16
2257,2
2258,6
2259,17
2260,19
2261,14
2262,8
2263,13
2264,2
2265,5
2266,5
2267,7
2268,6
2269,15
2270,2
2271,6
2272,10
2273,14
2274,6
2275,15
2276,14
2277,4
2278,12
2279,9
2280,7
2281,9
2282,9
2283,19
2284,19
2285,2
2286,7
2287,7
2288,1
2289,13
2290,21
2291,1
2292,16
2293,25
2294,30
2295,8
2296,10
2297,29
2298,12
2299,16
2300,12
2301,12
2302,8
2303,5
2304,17
2305,13
2306,4
2307,1
2308,2
2309,13
2310,2
2311,1
2312,2
2313,3
2314,26
2315,22
2316,31
2317,20
2318,6
2319,3
2320,28
2321,2
2322,1
2323,1
2324,18
2325,8
2326,6
2327,5
2328,2
2329,11
2330,6
2331,16
2332,32
2333,23
2334,4
2335,2
2336,24
2337,8
2338,6
2339,7
2340,19
2341,3
2342,3
2343,2
2344,15
2345,1
2346,3
2347,3
2348,10
2349,15
2350,23
2351,16
2352,2
2353,4
2354,2
2355,14
2356,7
2357,27
2358,10
2359,10
2360,6
2361,2
2362,6
2363,2
2364,6
2365,16
2366,2
2367,6
2368,7
2369,36
2370,5
2371,9
2372,11
2373,18
2374,20
2375,7
2376,15
2377,8
2378,38
2379,2
2380,15
2381,4
2382,12
2383,22
2384,8
2385,18
2386,12
2387,8
2388,2
2389,6
2390,13
2391,14
2392,1
2393,5
2394,3
2395,13
2396,17
2397,10
2398,14
2399,12
2400,3
2401,9
2402,1
2403,4
2404,4
2405,5
2406,4
2407,13
2408,1
2409,15
2410,12
2411,18
2412,13
2413,1
2414,4
2415,7
2416,6
2417,7
2418,20
2419,7
2420,28
2421,8
2422,4
2423,9
2424,4
2425,9
2426,17
2427,7
2428,2
2429,18
2430,6
2431,10
2432,11
2433,1
2434,6
2435,22
2436,2
2437,11
2438,8
2439,6
2440,14
2441,3
2442,9
2443,7
2444,3
2445,5
2446,4
2447,10
2448,24
2449,13
2450,3
2451,17
2452,23
2453,10
2454,15
2455,22
2456,30
2457,27
2458,14
2459,12
2460,10
2461,18
2462,7
2463,15
2464,12
2465,12
2466,11
2467,12
2468,2
2469,29
2470,18
2471,2
2472,19
2473,28
2474,4
2475,5
2476,12
2477,11
2478,18
2479,7
2480,7
2481,16
2482,2
2483,10
2484,13
2485,12
2486,10
2487,6
2488,23
2489,2
2490,32
2491,15
2492,11
2493,6
2494,9
2495,1
2496,9
2497,11
2498,3
2499,5
2500,35
2501,16
2502,7
2503,2
2504,8
2505,37
2506,7
2507,6
2508,8
2509,21
2510,13
2511,7
2512,17
2513,12
2514,11
2515,24
2516,13
2517,14
2518,14
2519,2
2520,19
2521,30
2522,4
2523,10
2524,15
2525,5
2526,17
2527,17
2528,35
2529,34
2530,3
2531,24
2532,19
2533,30
2534,25
2535,8
2536,4
2537,34
2538,3
2539,29
2540,6
2541,4
2542,2
2543,6
2544,1
2545,20
2546,10
2547,18
2548,11
2549,6
2550,1
2551,21
2552,10
2553,12
2554,20
2555,12
2556,1
2557,9
2558,12
2559,7
2560,1
2561,12
2562,20
2563,21
2564,14
2565,12
2566,23
2567,2
2568,15
2569,14
2570,6
2571,13
2572,2
2573,16
2574,11
2575,13
2576,13
2577,1
2578,3
2579,2
2580,20
2581,3
2582,12
2583,11
2584,16
2585,17
2586,10
2587,19
2588,45
2589,6
2590,13
2591,2
2592,10
2593,24
2594,13
2595,14
2596,11
2597,13
2598,4
2599,3
2600,15
2601,3
2602,7
2603,1
2604,25
2605,2
2606,1
2607,2
2608,6
2609,10
2610,10
2611,2
2612,5
2613,6
2614,1
2615,12
2616,8
2617,21
2618,9
2619,2
2620,11
2621,13
2622,9
2623,15
2624,5
2625,13
2626,10
2627,19
2628,1
2629,11
2630,3
2631,7
2632,15
2633,15
2634,3
2635,2
2636,25
2637,19
2638,1
2639,3
2640,20
2641,8
2642,2
2643,24
2644,4
2645,17
2646,15
2647,5
2648,15
2649,18
2650,3
2651,7
2652,6
2653,7
2654,21
2655,14
2656,5
2657,3
2658,8
2659,14
2660,17
2661,5
2662,12
2663,14
2664,6
2665,16
2666,17
2667,12
2668,29
2669,5
2670,6
2671,22
2672,11
2673,10
2674,11
2675,6
2676,15
2677,1
2678,12
2679,12
2680,10
2681,30
2682,4
2683,27
2684,6
2685,22
2686,12
2687,11
2688,6
2689,11
2690,11
2691,16
2692,3
2693,2
2694,17
2695,32
2696,16
2697,46
2698,14
2699,5
2700,4
2701,8
2702,3
2703,25
2704,8
2705,8
2706,14
2707,17
2708,7
2709,16
2710,3
2711,2
2712,14
2713,3
2714,5
2715,14
2716,10
2717,8
2718,9
2719,18
2720,16
2721,17
2722,6
2723,15
2724,12
2725,12
2726,30
2727,21
2728,4
2729,5
2730,8
2731,2
2732,1
2733,14
2734,19
2735,15
2736,21
2737,16
2738,19
2739,20
2740,4
2741,1
2742,10
2743,5
2744,6
2745,24
2746,4
2747,10
2748,25
2749,15
2750,5
2751,19
2752,32
2753,3
2754,3
2755,23
2756,2
2757,6
2758,9
2759,1
2760,12
2761,2
2762,15
2763,4
2764,16
2765,4
2766,6
2767,7
2768,16
2769,1
2770,19
2771,13
2772,21
2773,12
2774,9
2775,13
2776,9
2777,25
2778,18
2779,16
2780,17
2781,3
2782,22
2783,1
2784,2
2785,6
2786,24
2787,11
2788,6
2789,6
2790,31
2791,6
2792,9
2793,9
2794,14
2795,23
2796,20
2797,3
2798,7
2799,15
2800,14
2801,22
2802,1
2803,12
2804,3
2805,31
2806,5
2807,4
2808,8
2809,5
2810,4
2811,20
2812,12
2813,4
2814,5
2815,3
2816,1
2817,8
2818,20
2819,1
2820,19
2821,6
2822,26
2823,4
2824,16
2825,11
2826,14
2827,15
2828,3
2829,17
2830,13
2831,20
2832,6
2833,8
2834,16
2835,4
2836,22
2837,2
2838,15
2839,18
2840,3
2841,9
2842,6
2843,10
2844,8
2845,29
2846,22
2847,20
2848,14
2849,5
2850,2
2851,1
2852,21
2853,11
2854,5
2855,6
2856,15
2857,2
2858,8
2859,4
2860,12
2861,20
2862,3
2863,9
2864,30
2865,13
2866,7
2867,18
2868,6
2869,31
2870,9
2871,3
2872,6
2873,40
2874,33
2875,12
2876,12
2877,16
2878,1
2879,21
2880,13
2881,14
2882,4
2883,8
2884,6
2885,15
2886,18
2887,3
2888,11
2889,10
2890,13
2891,17
2892,30
2893,1
2894,5
2895,9
2896,15
2897,1
2898,4
2899,17
2900,4
2901,6
2902,12
2903,7
2904,19
2905,22
2906,1
2907,2
2908,22
2909,23
2910,4
2911,3
2912,5
2913,3
2914,1
2915,2
2916,14
2917,4
2918,22
2919,10
2920,8
2921,9
2922,10
2923,10
2924,22
2925,6
2926,4
2927,29
2928,12
2929,3
2930,8
2931,3
2932,9
2933,1
2934,12
2935,19
2936,11
2937,4
2938,16
2939,2
2940,14
2941,3
2942,10
2943,16
2944,3
2945,13
2946,23
2947,27
2948,18
2949,6
2950,4
2951,5
2952,20
2953,11
2954,5
2955,22
2956,26
2957,10
2958,10
2959,13
2960,10
2961,19
2962,8
2963,11
2964,18
2965,19
2966,5
2967,14
2968,30
2969,20
2970,16
2971,16
2972,1
2973,2
2974,7
2975,5
2976,5
2977,8
2978,29
2979,1
2980,12
2981,21
2982,8
2983,7
2984,9
2985,18
2986,9
2987,31
2988,4
2989,16
2990,4
2991,8
2992,18
2993,4
2994,14
2995,8
2996,6
2997,1
2998,20
